team_a,Algeria,Argentina,Australia,Austria,Belgium,Bosnia and Herzegovina,Brazil,Canada,Cape Verde,Colombia,Croatia,Curaçao,Czech Republic,DR Congo,Ecuador,Egypt,England,France,Germany,Ghana,Haiti,Iran,Iraq,Ivory Coast,Japan,Jordan,Mexico,Morocco,Netherlands,New Zealand,Norway,Panama,Paraguay,Portugal,Qatar,Saudi Arabia,Scotland,Senegal,South Africa,South Korea,Spain,Sweden,Switzerland,Tunisia,Turkey,United States,Uruguay,Uzbekistan
Haiti,10.133333333333333,3.7,10.266666666666667,13.966666666666669,6.466666666666667,21.333333333333336,11.566666666666666,9.866666666666667,14.733333333333334,12.233333333333334,6.800000000000001,27.566666666666663,16.5,13.6,18.73333333333333,8.7,5.166666666666667,4.833333333333333,8.733333333333333,12.0,,11.866666666666667,16.966666666666665,10.4,6.633333333333333,19.666666666666664,7.566666666666666,4.766666666666667,8.133333333333333,24.23333333333333,12.433333333333334,12.4,16.6,6.233333333333333,20.3,20.1,15.066666666666666,8.966666666666667,21.6,10.7,5.433333333333333,15.6,9.166666666666666,17.2,16.433333333333334,9.533333333333331,9.433333333333334,14.666666666666666
Iran,31.066666666666663,8.233333333333333,31.73333333333333,36.6,14.499999999999998,50.76666666666667,15.366666666666667,29.86666666666667,33.93333333333333,17.866666666666667,12.7,42.833333333333336,40.43333333333333,37.36666666666667,38.3,30.8,10.866666666666664,7.933333333333334,15.866666666666667,27.46666666666667,44.16666666666666,,24.0,33.233333333333334,18.3,44.9,21.266666666666666,13.266666666666666,18.7,43.333333333333336,33.766666666666666,34.03333333333333,47.63333333333333,15.133333333333333,23.366666666666667,38.96666666666667,44.0,18.8,52.56666666666666,15.533333333333331,13.466666666666663,47.23333333333333,25.4,43.93333333333334,34.266666666666666,20.5,24.766666666666666,32.1
Iraq,10.466666666666669,4.033333333333333,10.7,15.3,8.366666666666667,41.1,12.5,10.4,27.133333333333333,12.933333333333334,8.200000000000001,39.13333333333333,23.53333333333333,19.3,17.4,9.533333333333331,4.866666666666666,4.3,10.066666666666666,22.53333333333333,39.43333333333333,5.666666666666666,,15.966666666666669,12.4,25.333333333333336,10.366666666666667,8.466666666666667,12.0,36.0,16.5,14.666666666666666,23.933333333333334,11.8,31.7,16.266666666666666,22.066666666666663,13.1,32.800000000000004,15.266666666666667,5.466666666666667,25.7,12.333333333333334,25.1,21.133333333333333,12.266666666666666,15.266666666666667,21.766666666666666
Ivory Coast,19.366666666666667,6.7333333333333325,22.566666666666663,25.03333333333333,14.000000000000002,47.06666666666667,17.1,20.4,37.43333333333334,19.633333333333333,13.066666666666665,53.16666666666666,41.9,37.4,25.366666666666664,23.266666666666666,7.333333333333333,6.533333333333332,16.2,29.633333333333333,52.6,17.733333333333334,44.73333333333333,,16.03333333333333,47.06666666666667,17.366666666666667,15.433333333333332,17.233333333333334,39.36666666666667,22.633333333333333,20.9,35.93333333333334,16.8,41.73333333333333,42.5,31.53333333333333,18.6,43.66666666666666,20.066666666666663,9.766666666666666,37.36666666666667,22.73333333333333,34.56666666666667,25.23333333333333,18.5,22.83333333333333,39.36666666666667
Japan,35.733333333333334,10.766666666666666,37.96666666666667,45.1,21.2,54.53333333333333,18.166666666666668,35.833333333333336,40.93333333333333,26.33333333333333,21.46666666666667,56.00000000000001,49.5,46.33333333333333,48.66666666666667,37.63333333333333,12.933333333333334,12.5,21.366666666666667,37.46666666666666,53.66666666666666,34.43333333333333,53.93333333333333,39.33333333333333,,52.2,24.8,15.8,24.366666666666667,36.7,42.4,38.73333333333333,42.06666666666667,20.73333333333333,45.23333333333333,37.9,49.86666666666667,22.466666666666665,60.66666666666667,29.433333333333334,13.966666666666669,55.16666666666666,35.13333333333333,52.46666666666666,44.86666666666667,26.566666666666663,31.03333333333333,38.9
Jordan,13.233333333333333,4.066666666666666,11.033333333333331,15.0,8.6,35.63333333333333,11.566666666666666,10.766666666666666,25.8,12.633333333333333,7.233333333333333,40.7,16.3,16.333333333333332,17.599999999999998,11.2,5.366666666666667,3.833333333333333,9.766666666666666,22.26666666666667,42.766666666666666,11.866666666666667,14.266666666666666,11.733333333333333,8.966666666666667,,11.466666666666669,6.433333333333334,8.733333333333333,32.5,14.666666666666666,13.766666666666666,23.366666666666667,7.3,22.633333333333333,22.4,19.73333333333333,12.366666666666664,25.5,16.633333333333333,5.533333333333333,23.33333333333333,14.333333333333334,22.3,16.633333333333333,13.733333333333334,17.333333333333336,22.2
Mexico,36.56666666666666,9.766666666666666,41.06666666666667,46.766666666666666,21.8,53.1,21.633333333333333,29.5,47.03333333333333,30.433333333333334,21.7,58.36666666666667,54.03333333333333,49.46666666666666,49.66666666666666,37.8,11.6,11.3,25.433333333333337,43.1,57.7,37.833333333333336,56.03333333333333,40.63333333333333,28.166666666666668,51.2,,15.833333333333332,22.433333333333334,48.333333333333336,43.833333333333336,14.266666666666666,46.73333333333333,18.1,55.86666666666667,47.2,50.43333333333333,22.73333333333333,59.86666666666667,34.599999999999994,12.3,60.0,36.56666666666666,52.0,45.43333333333333,21.433333333333334,33.06666666666666,49.96666666666666
Morocco,39.7,13.1,43.63333333333333,48.46666666666667,34.5,56.56666666666666,32.5,41.43333333333333,47.0,44.56666666666666,35.16666666666667,55.266666666666666,59.16666666666666,46.06666666666667,51.4,39.900000000000006,15.7,13.633333333333333,39.03333333333333,39.0,56.00000000000001,41.333333333333336,52.43333333333333,41.43333333333333,37.833333333333336,54.1,43.333333333333336,,34.53333333333333,55.66666666666666,53.16666666666666,53.2,64.5,26.0,63.4,60.43333333333333,60.93333333333333,36.4,51.83333333333333,45.0,24.7,69.56666666666666,49.53333333333333,48.13333333333333,52.8,40.66666666666666,45.73333333333333,52.33333333333333
Netherlands,51.53333333333333,13.6,51.9,56.56666666666666,32.33333333333333,66.96666666666667,33.46666666666667,52.53333333333333,62.96666666666667,46.66666666666666,34.13333333333333,66.0,65.2,58.6,62.63333333333333,55.73333333333333,13.1,8.833333333333334,35.66666666666667,53.66666666666666,67.63333333333334,46.23333333333333,65.33333333333333,53.46666666666666,40.36666666666667,69.96666666666667,43.7,22.2,,47.43333333333333,37.766666666666666,42.46666666666667,57.93333333333334,18.1,54.23333333333333,48.16666666666667,52.63333333333333,30.0,55.400000000000006,38.73333333333333,15.7,52.8,43.2,50.5,47.96666666666667,35.53333333333333,37.43333333333334,48.4
New Zealand,18.96666666666667,8.766666666666667,17.633333333333333,25.666666666666664,15.333333333333332,27.0,22.066666666666663,20.7,19.6,24.83333333333333,14.4,31.766666666666666,26.8,23.4,29.33333333333333,19.53333333333333,12.0,10.1,20.1,16.03333333333333,35.56666666666667,19.6,23.833333333333336,19.066666666666663,20.6,24.46666666666667,17.7,11.866666666666667,15.4,,21.933333333333334,18.3,26.4,9.733333333333333,25.933333333333337,24.366666666666667,20.6,11.733333333333333,31.166666666666664,17.633333333333333,8.933333333333334,20.666666666666668,14.333333333333334,23.866666666666667,22.26666666666667,12.433333333333334,13.766666666666666,22.966666666666665
Norway,26.6,6.9,25.3,31.366666666666664,17.0,54.56666666666666,20.23333333333333,27.23333333333333,43.4,19.066666666666663,16.03333333333333,50.2,49.5,46.56666666666667,31.73333333333333,28.23333333333333,9.333333333333334,8.4,20.5,36.5,55.50000000000001,22.7,48.4,35.3,13.133333333333333,49.73333333333333,16.7,12.1,16.733333333333334,35.2,,23.833333333333336,38.86666666666667,12.466666666666669,44.36666666666667,41.9,31.766666666666666,15.866666666666667,46.8,19.166666666666668,15.166666666666668,32.36666666666667,22.933333333333334,37.96666666666667,23.8,16.400000000000002,21.333333333333336,40.1
Panama,21.96666666666667,6.5,22.766666666666666,26.266666666666666,14.099999999999998,49.16666666666666,15.833333333333332,23.9,35.16666666666667,18.33333333333333,13.6,42.333333333333336,43.23333333333333,40.53333333333333,27.633333333333333,23.766666666666666,9.466666666666669,8.1,16.3,30.433333333333334,48.66666666666667,16.966666666666665,46.266666666666666,28.96666666666667,12.066666666666666,45.0,4.433333333333334,9.733333333333333,12.833333333333332,31.266666666666666,28.1,,40.833333333333336,12.966666666666669,41.1,47.46666666666667,37.3,18.266666666666666,50.23333333333333,21.666666666666668,11.1,43.5,24.53333333333333,43.13333333333333,27.6,20.266666666666666,25.766666666666666,45.53333333333333
Paraguay,13.3,8.566666666666666,12.9,15.366666666666667,9.566666666666666,41.36666666666667,4.6,13.1,30.666666666666664,6.633333333333333,7.666666666666666,42.6,29.33333333333333,30.566666666666663,10.433333333333334,12.3,6.133333333333333,4.533333333333333,10.4,24.866666666666667,42.766666666666666,11.1,36.1,17.233333333333334,9.633333333333336,38.56666666666666,11.766666666666667,6.4,8.633333333333333,31.5,16.166666666666664,15.933333333333334,,8.166666666666666,32.166666666666664,32.2,23.6,10.6,35.5,13.366666666666664,6.2,26.73333333333333,15.3,30.9,18.4,11.633333333333333,22.6,30.53333333333333
Portugal,38.93333333333333,11.1,38.333333333333336,50.5,35.733333333333334,56.266666666666666,31.566666666666663,37.06666666666666,52.43333333333333,44.63333333333333,32.166666666666664,58.66666666666666,50.03333333333333,44.96666666666667,49.56666666666666,41.43333333333333,13.266666666666666,9.466666666666669,39.96666666666667,46.53333333333333,60.73333333333333,37.333333333333336,51.53333333333333,38.46666666666667,33.766666666666666,59.23333333333333,36.266666666666666,26.266666666666666,23.7,52.3,39.93333333333333,44.9,51.8,,63.4,61.86666666666667,65.63333333333333,38.06666666666666,61.03333333333333,48.7,26.266666666666666,59.53333333333334,48.266666666666666,63.13333333333333,57.56666666666666,42.2,50.0,55.13333333333333
Qatar,10.133333333333333,4.133333333333333,11.1,15.233333333333333,9.466666666666669,40.06666666666667,12.433333333333334,8.266666666666666,30.866666666666664,11.8,7.666666666666666,40.36666666666667,23.03333333333333,22.366666666666667,16.866666666666667,9.833333333333332,5.066666666666666,5.033333333333333,9.333333333333334,22.33333333333333,41.6,8.233333333333333,31.73333333333333,14.833333333333334,8.766666666666667,38.83333333333333,9.066666666666666,6.7333333333333325,8.4,29.3,12.066666666666666,14.3,19.066666666666663,8.4,,24.6,17.133333333333333,10.766666666666666,31.0,12.5,7.000000000000001,21.666666666666668,10.7,22.8,17.833333333333336,10.166666666666666,14.333333333333334,23.966666666666665
Saudi Arabia,9.9,4.1000000000000005,11.0,15.066666666666666,9.833333333333332,39.83333333333333,10.833333333333334,9.566666666666666,26.866666666666667,12.9,8.0,37.06666666666666,20.33333333333333,18.96666666666667,16.03333333333333,9.5,4.866666666666666,4.233333333333333,9.166666666666666,22.966666666666665,38.63333333333333,12.3,15.733333333333333,12.033333333333331,6.4,34.56666666666667,12.8,7.066666666666667,6.666666666666667,25.433333333333337,11.633333333333333,10.033333333333331,17.333333333333336,6.9,26.266666666666666,,21.46666666666667,14.7,29.9,19.4,5.766666666666667,23.73333333333333,12.533333333333331,23.73333333333333,19.466666666666665,12.966666666666669,14.633333333333336,27.366666666666667
Scotland,16.900000000000002,4.733333333333333,16.166666666666664,23.666666666666668,9.733333333333333,43.93333333333334,13.233333333333333,14.766666666666667,32.13333333333333,13.900000000000002,9.3,46.8,34.7,32.36666666666667,19.866666666666667,16.900000000000002,5.833333333333333,4.666666666666667,13.133333333333333,26.03333333333333,48.3,13.633333333333333,41.23333333333333,22.0,9.7,42.46666666666667,12.333333333333334,7.766666666666666,9.3,29.06666666666667,20.6,19.166666666666668,28.3,7.966666666666667,40.03333333333333,41.766666666666666,,13.533333333333331,41.86666666666667,15.6,6.666666666666667,32.63333333333333,18.7,31.0,22.566666666666663,14.466666666666669,17.233333333333334,31.966666666666665
Senegal,29.8,9.366666666666664,36.93333333333334,43.333333333333336,23.200000000000003,53.06666666666666,21.3,31.8,48.266666666666666,33.7,22.866666666666667,54.86666666666666,53.66666666666666,39.53333333333333,46.36666666666667,35.8,10.4,7.8,26.4,45.33333333333333,56.7,36.1,47.36666666666667,34.599999999999994,31.2,49.16666666666666,31.766666666666666,14.166666666666666,18.33333333333333,45.13333333333333,39.1,38.36666666666667,44.6,17.233333333333334,53.03333333333333,46.9,47.3,,46.73333333333333,36.266666666666666,13.533333333333331,63.866666666666674,38.7,42.63333333333333,47.8,28.666666666666668,36.8,45.86666666666667
South Africa,9.0,3.4000000000000004,10.6,13.3,8.7,37.23333333333333,11.933333333333334,8.433333333333334,26.866666666666667,10.866666666666664,8.666666666666668,36.16666666666667,18.066666666666663,18.066666666666663,14.6,9.333333333333334,4.933333333333334,3.2333333333333334,10.333333333333334,22.1,38.13333333333333,11.166666666666666,25.5,10.5,7.933333333333334,32.2,8.1,5.5,8.033333333333333,24.5,11.133333333333336,9.366666666666664,15.933333333333334,6.766666666666667,22.4,26.73333333333333,15.466666666666669,10.533333333333331,,10.8,5.266666666666667,19.633333333333333,10.433333333333334,19.8,14.733333333333334,11.766666666666667,12.766666666666667,22.3
South Korea,30.633333333333333,7.8,30.833333333333336,35.266666666666666,13.633333333333333,51.76666666666667,18.76666666666667,31.0,36.6,18.73333333333333,13.966666666666669,49.8,45.7,41.53333333333333,36.73333333333333,32.96666666666667,9.0,10.566666666666666,15.933333333333334,30.06666666666667,50.63333333333333,18.866666666666667,42.8,35.833333333333336,18.666666666666668,44.8,15.266666666666667,9.833333333333332,13.166666666666666,38.43333333333334,35.9,34.96666666666667,43.0,11.6,46.13333333333333,45.266666666666666,42.53333333333333,16.3,43.86666666666667,,13.266666666666666,52.36666666666666,25.966666666666665,49.43333333333334,36.6,24.1,28.26666666666667,45.43333333333333
