team_a,Algeria,Argentina,Australia,Austria,Belgium,Bosnia and Herzegovina,Brazil,Canada,Cape Verde,Colombia,Croatia,Curaçao,Czech Republic,DR Congo,Ecuador,Egypt,England,France,Germany,Ghana,Haiti,Iran,Iraq,Ivory Coast,Japan,Jordan,Mexico,Morocco,Netherlands,New Zealand,Norway,Panama,Paraguay,Portugal,Qatar,Saudi Arabia,Scotland,Senegal,South Africa,South Korea,Spain,Sweden,Switzerland,Tunisia,Turkey,United States,Uruguay,Uzbekistan
Norway,27.700000000000003,68.60000000000001,30.266666666666666,24.366666666666667,49.8,11.5,43.6,28.8,16.3,43.5,49.66666666666666,13.566666666666666,15.966666666666669,18.9,24.933333333333334,30.23333333333333,59.56666666666667,61.83333333333333,40.400000000000006,21.96666666666667,12.433333333333334,33.766666666666666,16.5,22.633333333333333,42.4,14.666666666666666,43.833333333333336,53.16666666666666,37.766666666666666,21.933333333333334,,28.1,16.166666666666664,39.93333333333333,12.066666666666666,11.633333333333333,20.6,39.1,11.133333333333336,35.9,52.76666666666666,17.433333333333334,44.56666666666666,13.566666666666666,31.633333333333336,39.73333333333333,36.36666666666667,16.3
Panama,26.43333333333333,61.96666666666667,28.566666666666663,26.466666666666665,49.6,12.633333333333333,43.4,32.03333333333334,15.333333333333332,35.86666666666667,47.53333333333333,13.333333333333334,15.5,18.33333333333333,23.7,30.23333333333333,48.766666666666666,54.6,45.766666666666666,20.566666666666663,12.4,34.03333333333333,14.666666666666666,20.9,38.73333333333333,13.766666666666666,14.266666666666666,53.2,42.46666666666667,18.3,23.833333333333336,,15.933333333333334,44.9,14.3,10.033333333333331,19.166666666666668,38.36666666666667,9.366666666666664,34.96666666666667,50.23333333333333,15.633333333333333,41.3,13.766666666666666,30.633333333333333,14.866666666666667,34.53333333333333,15.333333333333332
Paraguay,40.5,42.4,44.766666666666666,41.8,61.633333333333326,18.7,43.23333333333333,42.266666666666666,26.03333333333333,43.3,61.1,17.9,26.066666666666663,27.700000000000003,27.73333333333333,45.83333333333333,60.53333333333333,62.63333333333333,59.96666666666667,29.6,16.6,47.63333333333333,23.933333333333334,35.93333333333334,42.06666666666667,23.366666666666667,46.73333333333333,64.5,57.93333333333334,26.4,38.86666666666667,40.833333333333336,,51.8,19.066666666666663,17.333333333333336,28.3,44.6,15.933333333333334,43.0,52.0,24.933333333333334,49.2,19.633333333333333,40.06666666666667,41.63333333333333,21.96666666666667,22.066666666666663
Portugal,14.6,47.23333333333333,15.966666666666669,10.9,19.1,6.766666666666667,19.73333333333333,15.733333333333333,7.6,15.366666666666667,21.7,6.333333333333334,10.3,13.533333333333331,10.366666666666667,16.0,32.86666666666667,33.46666666666667,22.26666666666667,10.166666666666666,6.233333333333333,15.133333333333333,11.8,16.8,20.73333333333333,7.3,18.1,26.0,18.1,9.733333333333333,12.466666666666669,12.966666666666669,8.166666666666666,,8.4,6.9,7.966666666666667,17.233333333333334,6.766666666666667,11.6,36.53333333333333,6.7,10.133333333333333,6.3,10.366666666666667,14.733333333333334,12.266666666666666,13.7
Qatar,46.5,67.30000000000001,48.93333333333334,41.7,61.53333333333333,23.133333333333333,53.03333333333333,46.1,27.0,56.16666666666666,62.2,21.6,31.966666666666665,35.46666666666667,41.16666666666667,53.13333333333333,58.63333333333334,62.06666666666667,60.36666666666667,31.4,20.3,23.366666666666667,31.7,41.73333333333333,45.23333333333333,22.633333333333333,55.86666666666667,63.4,54.23333333333333,25.933333333333337,44.36666666666667,41.1,32.166666666666664,63.4,,26.266666666666666,40.03333333333333,53.03333333333333,22.4,46.13333333333333,54.63333333333333,37.46666666666666,59.766666666666666,30.5,42.333333333333336,50.2,48.4,19.53333333333333
Saudi Arabia,43.7,73.13333333333333,41.96666666666667,41.73333333333333,59.266666666666666,18.433333333333334,53.96666666666666,44.1,22.133333333333333,55.23333333333333,58.03333333333334,20.33333333333333,34.7,34.46666666666667,40.96666666666667,51.73333333333333,60.66666666666667,65.4,57.96666666666667,28.53333333333333,20.1,38.96666666666667,16.266666666666666,42.5,37.9,22.4,47.2,60.43333333333333,48.16666666666667,24.366666666666667,41.9,47.46666666666667,32.2,61.86666666666667,24.6,,41.766666666666666,46.9,26.73333333333333,45.266666666666666,61.4,37.7,62.23333333333333,34.166666666666664,42.93333333333334,46.400000000000006,47.266666666666666,37.5
Scotland,36.93333333333334,73.26666666666667,42.43333333333334,33.03333333333333,57.13333333333333,17.766666666666666,52.26666666666666,36.66666666666666,20.433333333333334,55.23333333333333,49.36666666666667,16.866666666666667,22.33333333333333,26.466666666666665,36.333333333333336,42.73333333333333,56.43333333333334,66.9,55.2,26.33333333333333,15.066666666666666,44.0,22.066666666666663,31.53333333333333,49.86666666666667,19.73333333333333,50.43333333333333,60.93333333333333,52.63333333333333,20.6,31.766666666666666,37.3,23.6,65.63333333333333,17.133333333333333,21.46666666666667,,47.3,15.466666666666669,42.53333333333333,59.53333333333334,24.066666666666663,48.66666666666667,19.9,40.16666666666666,44.66666666666666,45.36666666666667,23.966666666666665
Senegal,24.46666666666667,54.400000000000006,19.03333333333333,14.966666666666669,28.166666666666668,9.733333333333333,28.26666666666667,20.066666666666663,13.2,23.3,31.366666666666664,7.7,9.966666666666669,16.766666666666666,13.533333333333331,26.166666666666664,45.03333333333333,51.16666666666667,29.0,14.633333333333336,8.966666666666667,18.8,13.1,18.6,22.466666666666665,12.366666666666664,22.73333333333333,36.4,30.0,11.733333333333333,15.866666666666667,18.266666666666666,10.6,38.06666666666666,10.766666666666666,14.7,13.533333333333331,,10.533333333333331,16.3,47.43333333333333,7.966666666666667,21.3,8.833333333333334,12.8,23.433333333333334,19.866666666666667,16.8
South Africa,45.0,73.2,50.7,47.8,60.83333333333333,22.83333333333333,52.33333333333333,49.13333333333333,28.633333333333333,58.333333333333336,60.7,21.933333333333334,38.66666666666666,37.333333333333336,44.83333333333333,48.13333333333333,65.2,69.33333333333334,60.46666666666667,40.43333333333333,21.6,52.56666666666666,32.800000000000004,43.66666666666666,60.66666666666667,25.5,59.86666666666667,51.83333333333333,55.400000000000006,31.166666666666664,46.8,50.23333333333333,35.5,61.03333333333333,31.0,29.9,41.86666666666667,46.73333333333333,,43.86666666666667,53.46666666666666,35.86666666666667,60.23333333333334,31.633333333333336,39.6,44.43333333333334,45.9,36.333333333333336
South Korea,19.633333333333333,60.23333333333334,26.9,18.566666666666663,42.36666666666667,9.733333333333333,36.23333333333333,22.6,15.6,35.46666666666667,42.96666666666666,12.766666666666667,13.933333333333334,17.1,17.599999999999998,24.066666666666663,53.900000000000006,45.13333333333333,33.46666666666667,20.366666666666667,10.7,15.533333333333331,15.266666666666667,20.066666666666663,29.433333333333334,16.633333333333333,34.599999999999994,45.0,38.73333333333333,17.633333333333333,19.166666666666668,21.666666666666668,13.366666666666664,48.7,12.5,19.4,15.6,36.266666666666666,10.8,,47.96666666666667,10.2,35.86666666666667,9.266666666666666,21.8,36.96666666666666,33.36666666666667,12.2
